form,sigma,sigma_err,center,center_err,amplitude,amplitude_er,height,height_err,fwhm,fwhm_err,redchi,chisqr,maxPoint
suspendre,3.017320745216456,1.6583608219017933,12.544995925895115,10.819121251418574,388.01744889036826,2466.758136177756,0.017333032993378884,0.0009585272824132572,1088.5197331700226,3065.5194851320734,4.0294094496124044e-05,0.0022967633862790706,31
accéder,2.3925026118431774,,27.946237602341764,,8.397012026631593e+22,,178752191679.72797,,74610302993.68472,,4.790950355190762e-05,0.0027308417024587343,59
joyeuse,10.951629908505293,,116.6436229133069,,2.2604762669677254e+24,,0.02005386943005422,,14764.546476503494,,2.462177054094599e-05,0.0014034409208339214,1
penis,2.2604653428707198,1.0381786134912316,9.277427136658364,5.7955447275700696,90.41985480901634,361.1531041389841,0.019204306915436217,0.002052161176127223,919.9580148250536,2170.869904888742,4.196576823351673e-05,0.0023920487893104533,59
emotion,3.526204471689099,3.3416867979880136,19.756451463799873,31.75925614847379,218841.1104504296,4878933.260913958,0.03263232692429027,0.0450802161542278,96170.15158292766,1168493.463696548,2.8871304756960717e-05,0.001645664371146761,59
niche,7.460844874981169,,87.66492029154658,,4.832602336258169e+28,,26.744887941080318,,5.16157089880186e+17,,1.1049978875600662e-05,0.0006298487959092377,59
naît,6.058326883430015,,77.87428467279838,,4.618735885911741e+33,,4292734.737745405,,9.51046091284552e+20,,2.5332915270637893e-05,0.00144397617042636,59
couette,6.292399585011249,,80.5068118820227,,3.092417444456864e+33,,844343.3991064396,,9.675060136898641e+20,,0.00015144175069224498,0.008632179789457965,59
quota,7.228488764715999,,97.55451894261654,,6.087531191615056e+37,,319952.7144727363,,2.3511558559656488e+23,,5.619555118596481e-05,0.003203146417599994,59
bp,7.864667163594241,,73.88633818771818,,2.780818691201598e+18,,0.031058427532257734,,1768303636.838123,,7.403391108673363e-05,0.004219932931943817,59
obtenu,2.0610893169775144,0.890372578994107,8.491005373853397,4.70882350018234,59.55938967446972,203.35070278142825,0.019798284272464103,0.002508053929821892,781.9820320564999,1659.3432517199215,4.0802971349134116e-05,0.0023257693669006445,59
miles,1.444518500458776,0.4784968503956293,4.992173821555087,1.4049900258308643,3.6104813922269674,3.5041148122500574,0.019221411463038927,0.0024410599774257425,96.78019358307641,63.97217024447949,0.00012614818546434812,0.007190446571467842,18
nîmes,3.204078352944842,,44.1192764898562,,1.828819780938036e+35,,2.666114165082431e+17,,2.1897382223251224e+16,,9.215920958136972e-05,0.005253074946138074,59
sortis,2.816614582878799,,29.90271555507141,,3.790885371524899e+19,,29244014.279519323,,95691040492.39328,,1.2750375620297566e-05,0.0007267714103569613,59
tin,6.861829289178477,,77.35151793548688,,1.496365139863154e+26,,37.19489076672568,,4.502540241288269e+16,,1.2457648523078065e-05,0.0007100859658154497,59
tintin,5.482136413018298,12.840946370738125,44.94195243037968,196.60432420598286,21234666254528.574,2951012003230680.5,0.1574228382428608,1.6425001701284856,1858160138.6570241,131847509058.51598,3.0491420931228438e-05,0.001738010993080021,59
kiss,3.3852734899506127,,39.34919472250689,,8.981034530723614e+24,,2654780087.9271574,,69658643588187.54,,1.0668148712515555e-05,0.0006080844766133866,59
dessert,4.089379947221164,,53.969686651234696,,5.421032520562033e+33,,8240564819635.099,,1.8495415821445834e+18,,4.011857393651024e-05,0.0022867587143810836,59
emporter,0.47544742263138395,0.078968299737175,3.725466498651318,0.09804581606228885,1.167739225791124,0.1951732181955466,0.02644174318822453,0.0027477145406766094,39.020038370730774,7.577412986913567,0.00012011833547163442,0.006846745121883162,33
routière,3.2341876830598,,41.595547129872266,,3.7153376879600954e+30,,73753081262591.4,,1498213045115122.2,,7.915712416215945e-05,0.004511956077243089,59
condition,3.441916224797138,,40.618168745808354,,7.129346847031243e+25,,7069849013.137464,,179936668702063.66,,1.8764281074038317e-05,0.001069564021220184,59
vérifié,3.630518244475064,,45.84381405451296,,1.315871303109976e+30,,1295937118245.1777,,1.1009844076731078e+16,,4.754218200359961e-05,0.0027099043742051777,59
stéphane,6.106626050570664,,77.52508825822237,,7.249081057481139e+32,,1271410.3267908099,,3.9452283021141416e+20,,5.728618964084234e-05,0.0032653128095280134,59
enrhumé,5.327378198490793,,65.38367236352309,,1.5133672202350049e+30,,6628565.8158311555,,6.22570781988161e+18,,4.680833983450033e-05,0.002668075370566519,59
réchauffer,8.112908491552648,,105.54836015608547,,2.805538163841752e+35,,391.88193448323256,,2.526939219192195e+21,,0.00012732948153235677,0.007257780447344335,59
nains,8.726192883550326,,95.30938501755591,,1.4000241825125407e+25,,0.08889363159119619,,6087446007759.888,,2.240657721197681e-05,0.0012771749010826782,59
clics,7.216953862624797,,85.31301015409916,,8.893409156270788e+28,,89.25727599784521,,1.3222954362673316e+18,,3.676386081060161e-05,0.002095540066204292,59
animer,6.295497478454844,,75.87716862103142,,4.752298360512311e+29,,13552.12265671661,,9.113254655004149e+18,,1.574982315832295e-05,0.000897739920024408,59
think,0.7937798502468066,0.07423157908288083,3.9688660431612592,0.13590042919951328,1.7036265309175886,0.24255900980583145,0.022169163310628754,0.0010099268146173265,60.69477376502509,8.329165161316029,2.0633037250642424e-05,0.0011760831232866182,28
coiffeuse,4.672437057765657,,60.71972086167001,,2.185412835856035e+33,,43787168966.51203,,1.897037770472394e+19,,5.0301194665250145e-05,0.0028671680959192584,59
buenos,6.953133056825485,,85.16359924453425,,9.386813215004005e+30,,1751.377959308032,,3.508230022674938e+19,,2.6539814636429936e-05,0.0015127694342765064,59
aires,6.775303709135626,,87.66073737626631,,3.144108205181161e+34,,146215.01525449366,,3.971009908365278e+21,,3.859060162679597e-05,0.00219966429272737,59
song,12.043061469057879,,153.47670726794414,,7.987466325043248e+34,,0.01830276853965818,,6670755747.154475,,0.00011123088489408027,0.0063401604389625756,59
subliminal,1.3619555071638239,0.16804494262331493,5.975884763893857,0.6658553131916123,11.763192346848626,6.967894540780359,0.02211922649395873,0.0008947091559455451,293.8968586604761,125.02907211128264,6.284901781665876e-06,0.0003582394015549549,59
remplissage,8.973524152733146,,108.81045056361417,,1.0753862971429065e+31,,0.8115722267388605,,7.466830635563381e+16,,4.767688211334187e-05,0.002717582280460487,59
staff,0.1318751280041322,0.010472756889317253,3.997449067026212,0.011656231911722274,1.0023873516553004,0.07525794116971225,0.05616801765320907,0.00221723140281346,16.687125358335578,1.4427205899756814,3.6027898715947994e-05,0.0020535902268090356,54
release,5.684285379127333,,76.30320498337731,,3.163697066948635e+36,,1677391679.403359,,1.0283604162454273e+22,,7.314578523114481e-05,0.004169309758175255,59
obscur,4.137443245364514,,54.28613041666117,,2.3607446468166235e+33,,3149788732119.009,,1.8086316576024814e+18,,5.731659662770651e-05,0.0032670460077792707,59
jadore,0.5296482278802238,0.051224670749094724,3.904769287707834,0.0787095614847062,1.4342622617743879,0.17413401687202512,0.025040735234900576,0.0011740898809629488,49.85703669402537,6.4711694356496965,2.5663876824996332e-05,0.001462840979024791,37
fat,4.8893574651326155,,56.90706716938475,,5.648160729731343e+26,,1381090.5333977514,,6.798199168880248e+16,,1.39231089209363e-05,0.0007936172084933691,59
convaincre,3.237846282256338,,37.88114060281213,,1.0889441565543737e+25,,8965705578.52542,,35811002083901.15,,3.8801372307971436e-05,0.002211678221554372,59
realiser,5.713028573081572,,52.51393200104629,,8.455587239239691e+16,,1.127403099087627,,357289490666.6012,,9.268550737727967e-05,0.0052830739205049415,59
rétrospective,9.929405788218759,,117.45262989361404,,5.7495607736061066e+29,,0.05805129585808607,,18531859076180.62,,2.1443146746328598e-05,0.0012222593645407301,59
licences,6.250067236923834,,83.65429852186234,,4.56181507962271e+36,,41310402.067501284,,3.6436189705955254e+22,,5.1688289174768194e-05,0.002946232482961787,59
kinder,6.545672451423816,,74.34111168793797,,2.7020895607410797e+26,,171.62251171406103,,1.0600090140350694e+17,,9.942557015261767e-05,0.005667257498699207,59
simpliste,3.180860772800539,,42.705284186544276,,2.3644961633863515e+33,,1.3258776349842944e+16,,6008957598443162.0,,5.9453495490358814e-05,0.0033888492429504525,59
évoluer,3.9037081477177518,,49.464239867918735,,5.785255714059542e+30,,397010550990.46796,,7.243498974325838e+16,,5.663663474723812e-05,0.0032282881805925727,59
enregistrée,6.78440792297116,,62.241428477177394,,1.881630875959866e+17,,0.10179308182437524,,32394917559.139874,,3.139775591219196e-05,0.0017896720869949418,59
attirer,5.119994025355814,,57.083791991229525,,4.652138121621853e+24,,28872.78601717243,,1.0580400197467362e+16,,3.120610485294586e-05,0.001778747976617914,59
développé,3.4617511613322374,,45.04060929200475,,6.071352203705827e+31,,76956187370383.97,,1.3379504880468646e+16,,4.818046815809528e-05,0.002746286685011431,59
tssss,4.724695211906916,,61.139474313205795,,1.272990442367342e+33,,21190809346.59761,,1.8785523794772353e+19,,5.406905338549455e-05,0.0030819360429731896,59
ouvres,7.112426692723193,,88.35096960908187,,8.595660217556869e+31,,1984.159003765442,,1.090784005750365e+20,,1.205525827944211e-05,0.0006871497219282002,59
dresser,3.800370187289965,,44.337147469197895,,5.658881789236979e+25,,451495485.5240814,,843683048926500.1,,3.962627267631549e-05,0.002258697542549983,59
limoges,9.158767334409072,,124.74548915087267,,1.5265808562702828e+39,,72.6911312946859,,2.6891427758926897e+22,,8.933623075601098e-05,0.0050921651530926254,59
assurance,5.158187358734009,,65.48948812934334,,1.6200137056748247e+32,,271532964.4402295,,3.3426727865246392e+19,,4.08107694692974e-05,0.002326213859749952,59
clos,2.9973093237376953,,38.420899199680186,,7.329680144691639e+29,,179514740340046.0,,207310191022420.53,,7.709516128049523e-05,0.004394424192988228,59
vire,1.641368005939925,0.8142856008464282,10.212878210062488,6.555439642319971,10097.709786749792,86005.46344085335,0.34637322560625244,0.9720233521011333,12458.63654058246,60840.68759610207,9.593257600609685e-06,0.0005468156832347521,59
magiques,6.182086029497264,,83.14067346685448,,9.146866516347909e+36,,91724565.3381948,,4.685456361381756e+22,,0.00013038328431209028,0.007431847205789146,59
bbc,3.0160946406879194,1.1203748474724875,13.141369420534017,7.69603140999691,734.7555130280396,3473.8238339340674,0.01801916196706056,0.0009584816222220001,1988.029247025751,4539.957833229182,1.5388551299418642e-05,0.0008771474240668626,57
morgane,4.4492615044535535,,56.702889500917834,,6.118175668521275e+31,,25829927740.694805,,2.011753658374694e+18,,6.061047350563758e-05,0.003454796989821342,59
choper,3.7357861600258526,,41.74595569490104,,2.81715747755313e+23,,23923747.34450641,,95319769178355.73,,2.6746903939612518e-05,0.0015245735245579136,59
daller,6.24074439448585,,72.84230634895378,,6.041581744379145e+27,,2564.616705668063,,8.161139094296517e+17,,1.5463714379707378e-05,0.0008814317196433206,59
jms,5.067473480763604,,61.9705333974398,,5.8209234593323145e+29,,21078330.03857239,,2.2506110121569603e+18,,1.8853677484199035e-05,0.0010746596165993449,59
osé,4.675347046082297,,59.68041123748105,,1.3531628689772989e+32,,7765444449.62757,,6.552151643008952e+18,,7.129240319994668e-05,0.00406366698239696,59
dir,1.7211302111837055,0.6353620159469531,7.7522657898976775,3.314827725636162,59.13910955854549,168.5499004112668,0.02590942600879013,0.006990330378665636,896.8861036426363,1712.7950380433576,2.675486276279145e-05,0.0015250271774791128,59
spirit,3.8603167756983825,,50.28428696862238,,3.1687095748868473e+32,,8183126963249.648,,2.1888092751123846e+17,,0.0001584800079009069,0.009033360450351694,59
nadine,1.9482105215512646,1.9307678142080535,8.102050891278864,9.931040124258898,50.21751429275955,373.7940061753794,0.020779783330563375,0.006753510249125755,727.8832963009758,3468.6916927748334,0.0002319038225096213,0.013218517883048415,59
catalogue,5.203554563416519,,69.81631542699128,,1.2080721697281149e+36,,33539286290.059555,,1.6682262006026024e+21,,4.101976152132997e-05,0.0023381264067158084,59
zaza,6.044552267854696,,65.08271787848157,,3.250678769115415e+23,,100.06432191513522,,3077892558028648.0,,5.822528594307325e-05,0.003318841298755175,59
prises,4.885950840616694,,64.65470387265017,,6.411566179221044e+34,,66618504930.78998,,1.6213251535345956e+20,,7.755654535240657e-05,0.004420723085087175,59
kane,5.036640758384655,,58.91254239112737,,1.4018548524373855e+27,,930287.1320986234,,1.392401459425509e+17,,3.365040448899191e-05,0.0019180730558725385,59
détendre,1.2571751968380174,0.7833304672285069,6.392695116755562,3.6424354267628685,28.3972621958102,111.73222390842213,0.03324125778935693,0.022306807211275412,512.4635368763709,1384.1506798892242,8.73786481767951e-05,0.0049805829460773205,59
opé,6.167097325683233,,60.61475931524786,,3.980115212756705e+19,,2.2123296927084186,,9132600486333.682,,2.6886513428546175e-05,0.001532531265427132,59
bam,9.003085624021123,,99.15042946249535,,4.238841181652549e+25,,0.065203460641327,,2898463705153.3887,,0.00013620583953888037,0.007763732853716181,59
cliqué,7.4117720008096155,,93.78720711505808,,1.873955479983682e+33,,1589.7410117538282,,4.6081923965086433e+20,,6.857740504526263e-05,0.00390891208757997,59
fixe,5.0711991595055395,,63.20961986931775,,9.043520027954802e+30,,96590989.35871787,,7.515003462427924e+18,,5.149035060793656e-05,0.002934949984652384,59
probleme,2.787774861756236,,31.999666006759966,,1.325090688858684e+23,,11700929304.098255,,885059897585.7322,,1.5933752328519e-05,0.0009082238827255829,59
caméra,6.017761672645656,,79.38871181547523,,2.8453003724796814e+35,,45832726.511782646,,6.728427891802119e+21,,7.47958441172931e-05,0.004263363114685707,59
cachée,0.5457083527276839,0.09763733515894284,3.405159333508622,0.1120853892583325,1.0590258965098063,0.1782392089373963,0.029831841623259775,0.004103927211498095,30.754567571070012,5.790318202050905,0.00023679574108730433,0.013497357241976347,22
sisi,3.691349536746892,,46.245326254122965,,5.396561581480992e+29,,437133071883.5679,,1.131979018708092e+16,,3.058961115472203e-05,0.001743607835819156,59
monté,3.7061008545303844,,46.81937398158768,,1.900448240608045e+30,,912032516205.2635,,1.8335740803727096e+16,,3.287117206774332e-05,0.001873656807861369,59
gentiment,4.449941961700869,,56.97294624097293,,1.2647778574497178e+32,,40877081119.48687,,2.6216640333439283e+18,,3.237544691269183e-05,0.0018454004740234345,59
postez,8.453262773303631,,101.24666709435233,,1.3699795711449908e+30,,2.272808414520009,,1.8185242288875987e+17,,3.584269134330611e-05,0.0020430334065684483,59
pédophiles,3.2200944491155243,,40.02069003856066,,2.694749034329283e+28,,2479684744464.503,,334127563557499.56,,2.9294876316668716e-05,0.0016698079500501169,59
chômeurs,0.2652867755028927,0.04527397747239682,4.180357731698349,0.09927377794764337,2.056646582582104,0.7009743587463233,0.048992547806578454,0.004858450550871576,38.69495010452683,9.655418888266995,3.427658238444985e-05,0.0019537651959136413,59
consanguins,8.06449183373975,,105.94272447628059,,1.3157452463915083e+36,,842.4776537754044,,7.749454802554331e+21,,3.7030029758864e-05,0.0021107116962552483,59
pool,1.3756987393057927,0.3288084867573306,4.8941888987277835,0.9412004691953055,3.529349301054023,2.3798728506288165,0.019748017402123133,0.0017833257089809565,97.65418184755788,46.602361835124064,7.01003389290989e-05,0.003995719318958637,20
rasoir,8.631791477345741,,104.63534646034343,,8.349391442089374e+30,,2.104160204399974,,3.1478937149704877e+17,,7.10072518537277e-05,0.004047413355662479,59
rasé,7.73004197539088,,92.97976650204045,,1.4682588561855098e+30,,29.802288314793596,,2.4135888053553823e+18,,2.8029372530813305e-05,0.0015976742342563583,59
caches,2.107550027809406,3.5068595123302853,11.740919936030627,27.709643132926338,6910.501988251347,190393.2084437382,0.09597154888534334,0.5361675080088483,17563.64055619193,300806.62182049284,0.00012900909154765593,0.0073535182182163875,59
objets,2.574778207977148,,34.17243433528385,,9.761083575325588e+30,,6.002642940403468e+16,,18937995939089.88,,8.269602246879472e-05,0.004713673280721299,59
défoncer,4.698525215171041,,55.951557940034604,,7.516026379645802e+27,,19918500.92008763,,1.3015386966545237e+17,,8.993716045034369e-06,0.000512641814566959,59
blogueuse,8.999239249715108,,99.94533770683833,,1.1407197546518165e+26,,0.07658217708527464,,6846954838439.759,,2.8190312895234688e-05,0.0016068478350283772,59
billes,1.3692091035167897,0.6852329687263643,6.0908319492733,2.796241446796597,13.239233832412886,33.41048099883391,0.022293674551625894,0.004319728801443542,326.23560474248524,588.4018917122129,8.971285895620926e-05,0.005113632960503928,59
link,8.217567249775723,,106.50337806439998,,1.6041808048220449e+35,,200.0778265355063,,1.3446390914811198e+21,,6.197512222970139e-05,0.0035325819670929794,59
fumé,4.195260620197929,,48.84559020811046,,1.2958589993159381e+26,,50023719.606372416,,5186674843500616.0,,3.227549461717868e-05,0.001839703193179185,59
incompétent,0.17819607270918028,0.03941278125758977,4.119779372744128,0.0769671060069924,1.4403326753274375,0.5497537610500148,0.05323197275681702,0.006189349000681098,25.202545457722664,7.180401118103044,6.200184221979856e-05,0.0035341050065285182,59
ups,2.1557298715068436,0.809066596056578,6.909419727283809,3.2630964306661006,10.464801318768167,19.26628149579099,0.0197444151604105,0.0023246076894112943,120.80337478460498,99.58868215417526,9.18574398246448e-05,0.0052358740700047535,10
apprenne,2.5756924193542288,,31.117466505441428,,1.9174422851744395e+25,,2507210162548.959,,889207413289.3049,,1.564779362779176e-05,0.0008919242367841304,59
oulah,0.373855106165938,0.040469294781362346,3.73347890686183,0.04513423685507179,1.133779630100673,0.11320878013284195,0.031021033956506794,0.002225965263346526,33.061707675732464,3.980637432565477,6.995552494624663e-05,0.003987464921936058,36
mouahahaha,0.4415079882177201,0.057996196512022063,4.009676943498152,0.095518655505514,1.5931930104163834,0.28745680416676705,0.02878642163718392,0.0014669453081199591,49.318149192941995,9.043241790777728,4.100236908634002e-05,0.002337135037921381,45
libération,5.849018981842806,,74.59687695810533,,1.0389750482542797e+33,,7625167.499594696,,3.390049680664322e+20,,4.819916035045666e-05,0.0027473521399760297,59
présents,0.16888153723926205,0.025394604721920885,4.067319978630402,0.040622218576391,1.2402909875833732,0.2535680485731897,0.0508897254888394,0.0028232246695103326,22.72093221434981,4.133288869889983,4.968762599753626e-05,0.0028321946818595668,57
clown,7.9969155890352415,,94.67160594887035,,2.013964144771773e+29,,5.93461264081566,,2.698372967994123e+17,,0.0002443574069425381,0.013928372195724672,59
ambulant,0.3920721886061251,0.056422020255430624,2.829204100436353,0.06060072314031758,0.7253823735215759,0.09499968832009094,0.04707423840183392,0.00587196387660123,13.886353249402777,1.9917321491151625,0.00024050110765408742,0.013708563136282983,15
lampe,4.52461969100921,5.689034358402925,26.674268647860604,60.13414417621302,3282094.4382266523,118588008.89032719,0.021012102251790416,0.01051883240275397,101660.5174554979,1565413.9121275886,3.738160247363303e-05,0.0021307513409970827,59
attractive,6.393900135666238,22.724422300778667,51.52627911431104,346.8715448398777,16712753637832.94,3499616917591805.5,0.03296234688717326,0.14161858895694532,78026727.25160085,6484379181.474277,7.473588613894619e-05,0.004259945509919933,59
recrute,4.7010055606416845,,51.79096285242555,,5.717543039109364e+23,,98227.85730756517,,1989192280195503.5,,3.346345180264826e-05,0.0019074167527509509,59
envoyez,6.425633371209042,,84.07257837984216,,1.296587599567252e+35,,2287074.704117103,,7.353174095679378e+21,,0.0001357341246393101,0.007736845104440676,59
repéré,8.48847844442412,,93.89278337358675,,5.152268160303134e+25,,0.17920333629488544,,66814194500554.11,,3.983725223304536e-05,0.0022707233772835855,59
craques,0.8453046487747552,0.12446222628434937,4.015602763960732,0.23819373301861324,1.801384720724752,0.4264857969595196,0.021913388572916696,0.0015404455585398627,63.39790295950392,14.069559403481193,4.870742566677059e-05,0.0027763232630059237,27
lache,0.934792522331185,0.15415626423984957,5.708549128316617,0.6832159686270478,23.180030588201177,22.271202219682216,0.05080059059671816,0.013247753241434087,336.3214566840288,209.18081484400653,6.943859163128004e-06,0.00039579997229829625,59
racistes,0.21318242949052732,0.05609839001352522,4.199880544969802,0.13589593439078648,2.2454083907975306,1.3543396735921729,0.06446703411837475,0.014963180775239135,32.32269349073935,12.238528993414658,6.323211940253885e-05,0.003604230805944714,59
boulogne,2.17385190737396,,28.53501141044162,,5.8646993056293155e+28,,4.628985709549001e+16,,281358229801.89154,,8.517218608617777e-05,0.004854814606912133,59
boys,8.754936440782028,,90.06694514852836,,2.1376286974687203e+22,,0.03289363281536221,,20144214794.535995,,9.149832143178406e-05,0.005215404321611691,59
lose,7.13228025335787,,76.19550842629418,,3.929635366851081e+23,,1.9810690648947396,,442607733704152.44,,6.972494457253245e-06,0.000397432184063435,59
sodomie,9.172682805259504,,109.52764690998889,,1.4110382368445498e+30,,0.3097834526095451,,5210987290905174.0,,4.090935538407962e-05,0.0023318332568925382,59
vagin,5.089597029195241,,67.04855796420966,,4.807614037218127e+34,,12087018770.329277,,2.96060755078025e+20,,9.005861467583291e-05,0.005133341036522476,59
mâchoire,0.34821602829285325,0.03547710118877231,2.606388140759734,0.03756684201509744,0.5758050420653773,0.05284755892494456,0.05172813769227069,0.004566841388505818,10.120127091764617,1.0279146218421673,0.00010603329590220956,0.006043897866425945,12
rich,6.460774328138849,,81.61305232081747,,5.194175319951491e+32,,133695.9234972063,,4.1650394275830347e+20,,9.522522319539757e-05,0.005427837722137662,59
conception,5.772938383946365,,64.3839205035828,,1.2425485240403058e+25,,1618.346793597876,,2.753452822117485e+16,,0.0001686997530081115,0.009615885921462355,59
déplaise,7.0980069088406035,,96.14030966721288,,1.0052636915202183e+38,,869151.0689894946,,3.1785174254820914e+23,,7.361635833506314e-05,0.004196132425098599,59
leve,5.2760860348116365,,67.68492384826594,,9.86907847970723e+32,,332990480.17081016,,1.0082848295194642e+20,,9.722029585065636e-05,0.005541556863487412,59
reveil,3.627441746113353,,47.26143478897186,,1.4256759089892836e+32,,33670218584087.59,,4.629879415182847e+16,,4.8159968565910646e-05,0.002745118208256907,59
surface,3.8477702769020947,,50.05280095631406,,2.4553807015946716e+32,,7640158979163.11,,1.8847692958694022e+17,,6.177634107017072e-05,0.003521251440999731,59
pt,4.575592623666144,,56.56766564300611,,9.973512220616883e+29,,828878404.2858385,,6.520811920957347e+17,,2.440819685663691e-05,0.0013912672208283038,59
sponsor,7.214202882962878,,69.11548441812108,,9.887951340325956e+18,,0.10537136225764597,,126668074896.23784,,3.8178741316354256e-05,0.0021761882550321928,59
débarque,1.2978406537670124,0.4061274002257494,5.834710195329883,1.578758042020379,10.732954434986047,15.639131824094047,0.022396814659517428,0.002530265517684513,278.71775711621615,294.31546332748934,4.007309644558894e-05,0.0022841664973985696,59
camarades,7.966527371236318,,95.14505478837626,,6.580413605516595e+29,,9.512459537676737,,6.789783223628932e+17,,2.5536206414648792e-05,0.0014555637656349812,59
esclaves,5.124650964986614,,63.918378803873495,,1.099039607713107e+31,,75091550.35157561,,9.42729573214006e+18,,8.669042924101166e-05,0.004941354466737664,59
regardent,7.320648891286945,,95.39851499528008,,1.812016803804374e+35,,15878.421559789835,,7.93857030114529e+21,,4.8466501798248326e-05,0.0027625906025001545,59
éloigner,3.866702709752044,,48.184472703900596,,4.483003286646567e+29,,96725455809.04407,,2.5710254397474668e+16,,1.013672461137846e-05,0.0005777933028485722,59
universel,0.06669820226448257,0.006485638203970162,3.6378603030198584,0.006500103582993961,0.515063011366616,0.04343760939329676,0.08123059916549649,0.006840379792898327,5.949613917473776,0.5784253230366526,0.0001396979797321,0.0079627848447297,38
reconnais,2.5823660441266307,,31.093775000945968,,1.2822354322479874e+25,,1742113103649.508,,845653711064.1167,,2.1726029851397574e-05,0.0012383837015296616,59
joke,6.2390931824772435,,79.18876311079381,,8.225118288900645e+32,,605930.7783036564,,4.743370407542113e+20,,4.537745171435124e-05,0.002586514747718021,59
tetes,7.191020480611905,,92.00665811384067,,8.415425486145288e+33,,8710.918301740512,,1.5043714204548452e+21,,2.2735309552471907e-05,0.0012959126444908988,59
rade,2.390923201936719,1.081726067216444,8.024450736034542,4.941557191546628,20.006779284046296,55.10214281305177,0.01904899797639238,0.002246652066881677,167.24161914195864,191.26442879751664,9.1025122621755e-05,0.0051884319894400345,10
excitant,6.871892411291738,,87.41674950847947,,2.438297244122264e+33,,27582.398141677477,,9.329460986672796e+20,,7.501567061700943e-05,0.004275893225169538,59
vante,6.692951224982099,,81.17935788406656,,1.79346014113244e+30,,3165.7532488959637,,1.673626329018267e+19,,1.8342747239239013e-05,0.0010455365926366237,59
capitole,2.084898968597576,0.9124625916753026,8.295412876231556,4.654119662976628,45.003260917870804,145.66460537784357,0.018893544037477034,0.0015049426367524372,599.434705958223,1176.9857776771078,4.970717722241936e-05,0.0028333091016779035,52
métros,8.504422454567445,,103.89013159780237,,2.3092842745105796e+31,,4.178781581506645,,1.1406415529564993e+18,,2.4153677881700348e-05,0.00137675963925692,59
case,6.7021364849742655,,73.13739895595543,,2.813332586764762e+24,,16.39481087924614,,4812186851098253.0,,1.0752960348449176e-05,0.000612918739861603,59
vexant,7.290823438117995,,95.20348115345836,,2.4205750793179157e+35,,20816.48344024859,,9.7510634243537e+21,,3.4656592047442066e-05,0.001975425746704198,59
milliardaire,9.319884984814056,,112.14588312917769,,4.4494818710747705e+30,,0.27348638486264504,,5585514743466527.0,,4.2438364902627424e-05,0.002418986799449763,59
fondation,7.30255296555768,,100.07764346425651,,9.92836054661382e+38,,709604.3206098587,,1.0902646175780535e+24,,0.00011264860765955185,0.006420970636594456,59
1st,7.288135057306876,,73.8606470353436,,1.8921209075461988e+21,,0.29659383740970113,,5440312655152.839,,9.006586315027722e-06,0.0005133754199565802,59
april,9.465367956643687,,115.70066597738604,,4.548317480121117e+31,,0.30858633215679304,,1.5079227380591212e+16,,5.454683716441485e-05,0.003109169718371646,59
hoquet,5.867425945926749,,68.99823753456229,,1.0286074286856005e+28,,22636.977039140307,,1.0339472362960325e+18,,0.00013559039484830528,0.0077286525063534,59
s4,0.4482313663308918,0.020581207177443325,3.9892505245703007,0.0331158929241766,1.6230584164435542,0.09950362275926015,0.029570579109382863,0.0005526461630934816,48.83047549498087,3.090935547345641,5.752180308536752e-06,0.00032787427758659485,44
friday,6.652910607826826,,70.77542540942767,,1.5365003983096508e+23,,6.89058434220833,,825829395510865.2,,0.00038557908444243773,0.02197800781321895,59
qq1,7.75950510759649,,103.387002595599,,1.0867975264996744e+37,,8341.37904362632,,5.240045108340575e+22,,5.794403829163826e-05,0.0033028101826233806,59
startups,4.818839594227804,,63.4617403607917,,2.52404704565709e+34,,63300066591.095695,,8.715881271841479e+19,,0.00014414013012374014,0.008215987417053188,59
embarque,6.944222386359539,,77.29432544886123,,3.543643664782455e+25,,16.276479617765027,,1.5022085124405642e+16,,3.668321875686581e-05,0.0020909434691413513,59
devrions,8.272367921302774,,113.95161014893772,,6.186860292687843e+39,,7015.044935479268,,9.974689970943623e+23,,6.252048287145473e-05,0.0035636675236729192,59
refrain,3.7731942897019066,,44.0301938113303,,5.039681051339936e+25,,496658595.0086388,,738510919701195.1,,5.062868742620862e-05,0.002885835183293891,59
noté,0.5288152206808615,0.041882414344221144,3.457891930690201,0.048007353642088586,1.0808269389263472,0.08035178755440629,0.029535420076445544,0.0017639868912528737,31.861276471289713,2.6823025619122634,4.47335136410448e-05,0.0025498102775395534,24
jouable,5.512074170504183,,73.16209992677179,,3.55468954881774e+35,,1714260050.4198444,,2.496326820989435e+21,,3.862831411801875e-05,0.002201813904727069,59
mixer,6.585263421922756,,79.18580510914491,,4.7673349074352626e+29,,3071.8163603638163,,8.390784907041915e+18,,9.97327364536141e-06,0.0005684765977856004,59
laurence,8.290367717662834,,88.32877910057982,,6.674158033126772e+23,,0.11765327659261529,,5633456113824.822,,9.567654080949073e-05,0.005453562826140972,59
ferrari,1.5810098655628413,0.7385079302857199,6.728294816080261,3.285043613020829,20.742394989145307,56.505431898721746,0.021855091213113152,0.003589993599843562,430.8419328467272,808.0025042368088,7.039930946001359e-05,0.004012760639220775,59
cycle,5.083194206411761,,68.96727468231687,,6.487091162377223e+36,,232035493179.12244,,2.1363993453618586e+21,,9.873255284911987e-05,0.0056277555123998325,59
