,clusteringCoefficient_networkit_innov,PageRank_networkit_innov,betweennessInComm_toScale_innov,lengthMean_rw_innov,nb_users_innov,clusteringCoefficient_networkit_prop,PageRank_networkit_prop,betweennessInComm_toScale_prop,lengthMean_rw_prop,nb_users_prop,clusteringCoefficient_networkit_fix,PageRank_networkit_fix,betweennessInComm_toScale_fix,lengthMean_rw_fix,nb_users_fix,clusteringCoefficient_networkit,PageRank_networkit,betweennessInComm_toScale,lengthMean_rw,nb_users,type
sub_random,,,,,,,,,,,,,,,,0.1118012422360248,1.759176039671417e-07,0.7560975609756099,4.778,17542.0,random
sm_random,,,,,,,,,,,,,,,,0.0852994555353902,1.844234573051078e-07,0.5797101449275364,6.5199,23614.0,random
30s_random,,,,,,,,,,,,,,,,0.0960355434039644,1.9851652319021053e-07,0.6341463414634145,6.124,8214.0,random
tank_random,,,,,,,,,,,,,,,,0.10917440636422604,2.2019778842359122e-07,0.9565217391304348,5.444649999999999,18236.0,random
bouchon_random,,,,,,,,,,,,,,,,0.09504920119858505,2.0110442707481677e-07,0.6376811594202898,7.237299999999999,31030.0,random
glisse_random,,,,,,,,,,,,,,,,0.0904815229563269,2.2753037114945414e-07,0.7246376811594202,6.9142,43153.0,random
meres_random,,,,,,,,,,,,,,,,0.07716314995431456,1.8687981357003809e-07,0.5454545454545455,6.27425,15998.0,random
detail_random,,,,,,,,,,,,,,,,0.096054162699672,2.080092726389465e-07,0.5365853658536587,6.9293,7945.0,random
placement_random,,,,,,,,,,,,,,,,0.10822727150665015,2.3355418939591408e-07,0.878048780487805,5.5973500000000005,32116.0,random
boyfriend_random,,,,,,,,,,,,,,,,0.069722262286241,2.3157992325533906e-07,0.6376811594202898,5.981,7900.0,random
danois_random,,,,,,,,,,,,,,,,0.10287941803677936,2.912287079589471e-07,0.9420289855072462,7.7452,13802.0,random
attendus_random,,,,,,,,,,,,,,,,0.10517647006228295,4.6687584225707885e-07,1.5507246376811594,10.064499999999999,17827.0,random
surchauffe_random,,,,,,,,,,,,,,,,0.0922876295135934,2.3121789394412895e-07,0.8636363636363635,6.9128,9748.0,random
mesures_random,,,,,,,,,,,,,,,,0.11888975067396246,2.9037277120480464e-07,0.8636363636363635,10.2802,64098.0,random
pes_random,,,,,,,,,,,,,,,,0.10294080688319555,1.7652690472144777e-07,0.5909090909090909,4.8323,14964.0,random
ocean_random,,,,,,,,,,,,,,,,0.08205439897902206,2.5875779317432537e-07,0.7391304347826088,6.733750000000001,16405.0,random
sales_random,,,,,,,,,,,,,,,,0.090060694274253,2.0145417078631162e-07,0.5507246376811595,7.0893,63483.0,random
abordé_random,,,,,,,,,,,,,,,,0.0983595396186875,3.66230270211935e-07,1.1363636363636365,8.7422,12151.0,random
huîtres_random,,,,,,,,,,,,,,,,0.0962919821393904,2.8109910181744965e-07,0.9545454545454546,8.6812,10949.0,random
doublage_random,,,,,,,,,,,,,,,,0.1029072450392247,1.9968001070294386e-07,0.7391304347826088,4.2915,12600.0,random
chan_random,,,,,,,,,,,,,,,,0.0936507936507936,2.1175450602285042e-07,0.7727272727272728,5.6619,11125.0,random
effacé_random,,,,,,,,,,,,,,,,0.0933176579262276,2.460445035262413e-07,0.7727272727272728,6.9799,20662.0,random
ribery_random,,,,,,,,,,,,,,,,0.10423828223563125,1.520069119506972e-07,0.4492753623188405,5.8988499999999995,14826.0,random
opium_random,,,,,,,,,,,,,,,,0.092822966507177,2.23174746736997e-07,0.6363636363636365,7.8378,7777.0,random
concrétiser_random,,,,,,,,,,,,,,,,0.09938687175151305,2.7645985846984366e-07,1.0000000000000002,7.2722999999999995,11379.0,random
accompagnent_random,,,,,,,,,,,,,,,,0.1045197740112994,4.218434527170615e-07,1.4090909090909094,10.5821,11885.0,random
coca_random,,,,,,,,,,,,,,,,0.0876229695721802,1.8356777588420493e-07,0.5797101449275364,6.5819,72533.0,random
néfaste_random,,,,,,,,,,,,,,,,0.1037155840684309,2.5694930149536704e-07,0.7727272727272728,8.7534,9302.0,random
liège_random,,,,,,,,,,,,,,,,0.11057301438398995,2.2157501756447576e-07,0.6363636363636365,7.24315,17626.0,random
confidence_random,,,,,,,,,,,,,,,,0.0871437753477319,2.7190834181411997e-07,0.8405797101449275,7.37805,6901.0,random
beast_random,,,,,,,,,,,,,,,,0.0916257465162574,2.0864075289280202e-07,0.6585365853658538,5.1273,6977.0,random
miniatures_random,,,,,,,,,,,,,,,,0.1056210847113268,2.0596019642934922e-07,1.090909090909091,4.4924,6953.0,random
manettes_random,,,,,,,,,,,,,,,,0.1111111111111111,2.3419650662256455e-07,0.9756097560975612,5.643750000000001,18789.0,random
renseignez_random,,,,,,,,,,,,,,,,0.1078251865945623,2.274683350862318e-07,0.7272727272727273,8.880700000000001,14432.0,random
responsabilité_random,,,,,,,,,,,,,,,,0.1163461538461538,2.998215115196037e-07,0.9130434782608696,10.1322,57444.0,random
plaidoyer_random,,,,,,,,,,,,,,,,0.1184397163120567,5.467056060378215e-07,1.681818181818182,11.2969,8847.0,random
thriller_random,,,,,,,,,,,,,,,,0.095842589654078,2.9174535614039665e-07,0.8636363636363635,7.1676,12879.0,random
flex_random,,,,,,,,,,,,,,,,0.0868281815650236,2.2939284726355499e-07,0.7560975609756099,6.5846,10908.0,random
brest_random,,,,,,,,,,,,,,,,0.11057279281969529,2.1846996165927887e-07,0.7101449275362319,7.9462,25776.0,random
outrée_random,,,,,,,,,,,,,,,,0.06888454965762675,2.0902525189443836e-07,0.5797101449275364,6.679,26076.0,random
book_random,,,,,,,,,,,,,,,,0.09663342674525445,2.5488559540188943e-07,0.6956521739130433,7.1978,31379.0,random
bander_random,,,,,,,,,,,,,,,,0.09438018269042289,1.7267138269541975e-07,0.5610268571894181,5.58235,20010.0,random
gênée_random,,,,,,,,,,,,,,,,0.0720986038394415,2.4354072659024565e-07,0.6521739130434783,6.4567,17946.0,random
